time_s,TA_mean,TA_se,TAFC_mean,TAFC_se
0,0.758227848101266,0.00514589514119321,0.831012658227848,0.00644628384658366
0.72,0.735759493670886,0.00461166642962334,0.814556962025317,0.00959967468393554
1.44,0.696202531645569,0.00600432467120578,0.763291139240507,0.0093696091104468
2.16,0.689873417721519,0.00772430351382538,0.764556962025317,0.0104058753701103
2.88,0.685126582278481,0.00731604015980402,0.74746835443038,0.0111898116186295
3.6,0.704746835443038,0.00808796949749639,0.771518987341772,0.00925072217821539
4.32,0.726582278481013,0.00651945626794141,0.808227848101266,0.0078071074816444
5.04,0.74746835443038,0.00447300330211366,0.832278481012658,0.00750979368260859
5.76,0.760443037974684,0.0059915826850571,0.84493670886076,0.00655010586633808
6.48,0.770253164556962,0.00582792404203464,0.843670886075949,0.00624696858487316
7.2,0.739556962025316,0.00597396293602622,0.805063291139241,0.00638879258880045
7.92,0.728481012658228,0.00652430525058867,0.793037974683544,0.00807264054985543
8.64,0.725949367088607,0.00600608006509541,0.784177215189874,0.00754340725013668
9.36,0.725949367088607,0.00573677166056135,0.800632911392405,0.00716499011127588
10.08,0.745886075949367,0.00747849614586261,0.830379746835443,0.00813119056756421
10.8,0.754746835443038,0.0054304542887035,0.833544303797468,0.00582792404203464
11.52,0.765822784810127,0.0035861712957593,0.824050632911393,0.004762908608052
12.24,0.803481012658228,0.004997806887953,0.863924050632911,0.00557650534403171
12.96,0.797151898734177,0.00524481006516002,0.866455696202531,0.00498566409724174
13.68,0.77246835443038,0.00404154021926849,0.838607594936709,0.00661416710581771
14.4,0.736075949367088,0.00684290312676231,0.824683544303798,0.00736236171906762
15.12,0.678164556962025,0.0067369435993354,0.755696202531646,0.00801103144832942
15.84,0.636392405063291,0.00753746576969332,0.686075949367089,0.00684752306863669
16.56,0.653164556962025,0.00620463872624663,0.69746835443038,0.00836129167303385
17.28,0.620886075949367,0.00703732520644567,0.674683544303797,0.0136858062535246
18,0.622784810126582,0.00728029117484211,0.695569620253165,0.00943128514001691
18.72,0.704113924050633,0.00740198777930847,0.755696202531646,0.00711923525183792
19.44,0.77879746835443,0.00662968820283207,0.865822784810126,0.00759493670886076
20.16,0.814556962025317,0.00553095109958022,0.893037974683544,0.00720021354410742
20.88,0.757278481012658,0.00606154953088075,0.816455696202532,0.00781925022938408
21.6,0.72753164556962,0.00675569426141085,0.795569620253165,0.00848021713134315
22.32,0.761392405063291,0.0047959924181495,0.848101265822785,0.00588014501362191
23.04,0.77120253164557,0.00752066448768094,0.859493670886076,0.00467354028175765
23.76,0.799683544303798,0.00462080071226398,0.875949367088607,0.00524330243036669
24.48,0.790189873417722,0.0039035537408222,0.886075949367088,0.00622837889008407
25.2,0.737341772151899,0.00656617976993455,0.819620253164557,0.00949367088607595
25.92,0.714556962025316,0.00857662846924376,0.782278481012658,0.00916485878162166
26.64,0.733227848101266,0.00936820266346272,0.831012658227848,0.00617910162215736
27.36,0.742721518987342,0.00636689257886613,0.827848101265823,0.00960516366298999
28.08,0.736075949367089,0.00769833020485995,0.818354430379747,0.00807264054985543
28.8,0.731962025316456,0.00477782467222135,0.819620253164557,0.00686443625343399
